index;parent_index;operations;direction
30029;10855;rrr;0
30030;48587;r;0
30031;42093;rrr;0
30032;2358;rrr;0
30033;30221;r;1
30034;4315;r;3
30035;40891;rr;0
30036;14247;rr;3
30037;3434;rrr;0
30038;39376;rr;1
30039;38917;rr;0
30040;49470;rrr;3
30041;24280;r;0
30042;43736;rrr;1
30043;27729;r;3
30044;28232;rrr;1
30045;34813;rr;1
30046;12935;rrr;1
30047;50434;rr;2
30048;41041;rrr;0
30049;21137;rrr;0
30050;23665;rr;1
30051;24193;rrr;0
30052;4513;r;0
30053;4514;r;0
30054;11915;rrr;0
30055;59322;rrr;0
30056;31449;r;0
30057;16508;rrr;0
30058;51190;rr;0
30059;3725;rrr;1
30060;18905;rrr;0
30061;50059;r;0
30062;33342;rr;0
30063;36878;rrr;1
30064;12541;r;0
30065;12234;rr;0
30066;2314;rr;1
30067;42154;rr;0
30068;27683;r;0
30069;60263;rr;0
30070;20006;rr;1
30071;5550;rr;0
30072;42953;r;0
30073;46621;rr;0
30074;39173;rrr;0
30075;41627;rrr;0
30076;60155;rrr;0
30077;24489;rr;0
30078;23460;r;0
30079;24490;rr;1
30080;24491;rr;1
30081;58629;rr;2
30082;45913;rrr;0
30083;39243;rr;1
30084;39244;rr;1
30085;29007;rrd;0
30086;36757;r;0
30087;36758;r;0
30088;56344;r;0
30089;12949;r;1
30090;9002;rrr;1
30091;22028;r;2
30092;1617;rrr;1
30093;21123;r;0
30094;23664;r;0
30095;45728;rr;3
30096;61853;rr;0
30097;5807;rrr;0
30098;38127;rrr;2
30099;59489;r;1
30100;35133;r;2
30101;50132;d;3
30102;57869;r;2
30103;16315;r;0
30104;23219;rrr;1
30105;34544;rrr;0
30106;43320;r;1
30107;43321;r;0
30108;932;r;0
30109;46821;rr;0
30110;21244;rr;0
30111;21245;rr;0
30112;9906;r;2
30113;4203;rrr;1
30114;60791;rrr;0
30115;24020;rr;0
30116;36506;rr;1
30117;13583;rrr;0
30118;27223;r;2
30119;20158;r;0
30120;38929;rrr;1
30121;33395;r;2
30122;31226;rrr;0
30123;45542;r;3
30124;9162;rr;0
30125;15287;r;1
30126;26556;rrr;1
30127;48754;r;2
30128;52921;rr;0
30129;9659;rrr;0
30130;33858;rrr;0
30131;49187;r;3
30132;6889;rrr;1
30133;33614;r;0
30134;2595;r;0
30135;23538;rrr;0
30136;29784;rr;1
30137;58412;rrr;2
30138;39069;rrr;1
30139;12255;rrr;3
30140;33121;r;0
30141;16028;rrr;1
30142;29019;r;0
30143;56093;rrr;0
30144;46914;r;1
30145;7724;r;2
30146;32922;rr;0
30147;645;rr;1
30148;45217;rr;0
30149;35431;rrr;3
30150;14498;rrd;0
30151;29494;rrd;1
30152;60150;r;1
30153;19747;r;0
30154;29239;rrr;0
30155;52695;rrr;3
30156;40972;rrr;0
30157;24109;rr;1
30158;16060;rrr;1
30159;32089;r;0
30160;17236;r;0
30161;10898;rrrd;0
30162;8325;r;0
30163;35389;rr;3
30164;44277;rrr;0
30165;44278;rrr;1
30166;37923;rr;0
30167;58104;rrr;1
30168;25094;rrr;0
30169;41219;rr;2
30170;41161;rrr;0
30171;36435;rr;1
30172;12138;rrr;1
30173;22811;rrr;1
30174;10379;rr;0
30175;15849;rrr;0
30176;53465;rr;0
30177;18159;rr;0
30178;53158;r;1
30179;57459;rr;1
30180;58381;r;2
30181;46602;rrr;0
30182;52862;r;3
30183;20823;rrr;0
30184;30402;rr;0
30185;15092;rr;0
30186;33324;rrr;1
30187;1741;rd;0
30188;44317;rr;0
30189;41682;rr;2
30190;43358;r;0
30191;9663;rrr;0
30192;21350;r;2
30193;23801;rrr;1
30194;33403;rrr;2
30195;3434;rr;3
30196;45098;rrr;1
30197;51095;r;0
30198;34487;r;3
30199;58318;rr;3
30200;16069;rr;2
30201;37367;rr;2
30202;36413;rrr;0
30203;49331;rr;3
30204;35142;rr;1
30205;20851;r;2
30206;24187;r;2
30207;24188;r;2
30208;9342;rrr;2
30209;20841;rrr;0
30210;48436;rr;0
30211;33664;r;1
30212;28498;rrr;0
30213;2827;rr;1
30214;2828;rr;3
30215;18898;rr;0
30216;24972;r;1
30217;4023;r;0
30218;13056;rr;1
30219;34003;rr;3
30220;6367;rrr;2
30221;61359;r;0
30222;56235;r;1
30223;23033;rrr;3
30224;37965;rr;0
30225;53848;rr;0
30226;36162;rr;0
30227;23970;rr;0
30228;8875;r;0
30229;58891;r;1
30230;46829;rr;0
30231;47667;r;0
30232;26574;r;0
30233;46144;r;2
30234;58576;rrr;3
30235;42071;r;1
30236;35923;rr;0
30237;35924;rr;0
30238;35925;rr;1
30239;3934;rr;0
30240;1571;rr;1
30241;30413;rrr;2
30242;5517;r;0
30243;36069;rr;0
30244;15622;rrd;0
30245;56853;rrr;3
30246;50896;rr;0
30247;8093;r;2
30248;8094;r;1
30249;51018;r;0
30250;18069;rr;2
30251;61499;rr;2
30252;4144;rr;1
30253;30261;rrr;1
30254;31401;r;1
30255;23031;rrr;1
30256;45963;rr;0
30257;26241;r;0
30258;35797;rrr;0
30259;15278;rr;2
30260;14633;rrr;3
30261;11480;rr;0
30262;31379;r;2
30263;3062;rrr;1
30264;19009;r;0
30265;50065;r;0
30266;25035;rr;0
30267;40575;rrr;1
30268;40576;rrr;0
30269;39990;rrr;0
30270;34791;rr;0
30271;3628;rrrd;1
30272;753;rd;1
30273;99;r;0
30274;40411;rrr;0
30275;17364;rrr;2
30276;3988;rrr;0
30277;36538;rrr;1
30278;54361;r;2
30279;692;rr;1
30280;23124;rrr;0
30281;4431;rrr;3
30282;338;rrr;2
30283;37687;rrr;1
30284;12058;r;0
30285;14942;rr;1
30286;21213;rrr;1
30287;7565;rrr;1
30288;7566;rrr;0
30289;6097;rrd;0
30290;13234;rr;1
30291;26454;rr;1
30292;25772;r;3
30293;45270;rr;0
30294;49546;rr;1
30295;16189;rrr;0
30296;31809;r;0
30297;20127;rrr;1
30298;27137;r;1
30299;5941;rr;0
30300;17087;rrr;3
30301;21001;rrr;0
30302;38486;rr;0
30303;1320;rrr;0
30304;13010;rrr;1
30305;22843;rrr;0
30306;6585;rrr;0
30307;32195;r;1
30308;27267;rrr;0
30309;56431;rr;2
30310;62286;rrr;0
30311;13694;rrr;0
30312;38752;rrr;1
30313;4232;rr;3
30314;62012;r;1
30315;18533;rr;1
30316;18719;rr;0
30317;14118;rrr;3
30318;31392;rr;0
30319;8320;rrr;1
30320;8321;rrr;1
30321;49291;rrr;0
30322;14116;r;0
30323;24344;rrr;0
30324;16620;rrr;0
30325;48895;rrr;0
30326;41952;rrr;0
30327;56480;r;1
30328;24867;r;1
30329;41242;rr;3
30330;17522;r;2
30331;55979;r;0
30332;19074;rr;1
30333;8199;rr;1
30334;42000;rrr;0
30335;30467;r;0
30336;10444;rrr;1
30337;37784;rrr;3
30338;20858;rr;0
30339;2883;rrr;1
30340;57125;r;0
30341;57950;r;0
30342;24573;r;2
30343;20151;r;0
30344;20152;r;0
30345;18329;rr;0
30346;10891;rr;0
30347;8406;rr;0
30348;60804;rrr;3
30349;60805;rrr;2
30350;42580;r;1
30351;43986;rrr;0
30352;702;rrr;1
30353;703;rrr;3
30354;57572;rr;1
30355;2662;rrr;3
30356;37946;rrr;0
30357;3020;rrr;0
30358;28381;r;0
30359;42389;rr;1
30360;35938;rrr;0
30361;13242;r;0
30362;45594;rr;0
30363;18636;r;0
30364;30159;rrr;0
30365;36539;r;0
30366;40197;rr;0
30367;56288;rr;0
30368;7363;d;1
30369;8221;rrr;0
30370;50740;rr;3
30371;50741;rr;0
30372;10413;rr;0
30373;42425;r;0
30374;8220;rrr;0
30375;24207;rr;0
30376;53091;rrr;0
30377;27478;rrr;1
30378;55382;r;1
30379;314;rr;3
30380;315;rr;1
30381;46812;rrr;2
30382;11007;rrr;0
30383;38916;rr;0
30384;4814;rr;2
30385;4815;rr;2
30386;10125;rr;0
30387;10126;rr;3
30388;10127;rr;1
30389;32075;r;0
30390;28438;r;2
30391;35921;rr;0
30392;17025;r;0
30393;6310;rr;0
30394;42024;rr;0
30395;42025;rr;0
30396;42026;rr;0
30397;28634;rr;1
30398;52420;rr;0
30399;7388;rr;1
30400;48770;rr;1
30401;17313;rr;0
30402;27818;rrr;1
30403;7565;rr;0
30404;21142;rr;1
30405;26939;r;0
30406;51890;r;1
30407;28446;rrr;2
30408;55706;rr;1
30409;11105;rrr;2
30410;34775;rrr;0
30411;42187;rrr;1
30412;27864;rr;1
30413;27865;rr;0
30414;28365;rrr;0
30415;20537;rrr;1
30416;26955;r;1
30417;23487;rrr;2
30418;15454;r;2
30419;15455;r;3
30420;17721;r;0
30421;17703;rr;2
30422;36438;rrr;1
30423;28702;rrr;2
30424;40687;r;0
30425;49452;rrr;3
30426;14606;rr;1
30427;54578;rr;0
30428;43335;r;1
30429;575;r;0
30430;44405;r;0
30431;15147;rrr;0
30432;39192;rrr;1
30433;45569;rr;0
30434;60845;r;0
30435;52550;rr;0
30436;29200;rr;0
30437;20434;rr;3
30438;11465;rrr;1
30439;15835;rr;0
30440;28601;r;3
30441;47872;rr;0
30442;22966;r;0
30443;9001;r;3
30444;24690;rr;3
30445;21905;rr;1
30446;2661;rrr;2
30447;15453;r;2
30448;55247;r;0
30449;26920;rrr;0
30450;41295;r;1
30451;19492;r;0
30452;35558;r;3
30453;5712;rrr;0
30454;13810;rrr;0
30455;40705;rr;2
30456;54799;rr;0
30457;54800;rr;0
30458;17922;r;0
30459;15798;rrr;0
30460;15799;rrr;0
30461;27966;r;0
30462;2625;rr;0
30463;59831;rr;1
30464;11266;rr;0
30465;32440;rr;0
30466;18002;r;0
30467;9496;r;0
30468;9497;r;0
30469;22238;rrr;2
30470;29045;rrr;1
30471;60521;rrr;1
30472;24729;rr;0
30473;7619;rr;1
30474;4540;rrr;2
30475;4541;rrr;1
30476;12475;rr;0
30477;27456;r;0
30478;6053;rrr;0
30479;36736;r;0
30480;14072;rr;0
30481;30955;rr;1
30482;24318;rrr;0
30483;2804;rrr;0
30484;14128;rr;0
30485;25452;r;3
30486;26812;rrr;0
30487;27126;r;0
30488;22257;rrr;1
30489;47054;rrr;0
30490;50366;rr;0
30491;44016;r;0
30492;37588;rr;1
30493;11669;r;0
30494;26242;rrr;3
30495;30832;rrr;0
30496;38736;rrr;0
30497;61819;rrr;0
30498;61894;rr;0
30499;14792;rrr;0
30500;1341;rrr;0
30501;43552;rrr;1
30502;56233;rrr;0
30503;27754;r;1
30504;38422;r;3
30505;2631;rrr;1
30506;15230;r;0
30507;8833;rr;2
30508;23011;rrr;0
30509;50364;rr;1
30510;20060;rrr;3
30511;8101;rrr;3
30512;57472;rrr;0
30513;31858;rrr;0
30514;15752;rr;1
30515;24699;rr;3
30516;751;rr;2
30517;7006;r;0
30518;28924;r;0
30519;39515;rr;1
30520;50279;rrr;0
30521;40139;rrr;1
30522;40140;rrr;0
30523;40141;rrr;3
30524;52776;rrr;0
30525;24637;r;1
30526;15713;rrr;0
30527;15714;rrr;0
30528;26645;rrr;0
30529;38390;rrr;1
30530;19620;r;0
30531;38307;rr;1
30532;34374;rrr;0
30533;43243;r;1
30534;12384;r;1
30535;1560;rrr;1
30536;32489;rrr;2
30537;213;rrr;0
30538;11924;rrr;0
30539;43325;rrr;0
30540;46214;r;3
30541;55155;r;0
30542;33769;r;1
30543;8301;r;2
30544;13236;rrr;2
30545;10352;rrr;0
30546;62358;r;0
30547;59110;r;1
30548;26470;rrr;0
30549;42140;rrr;0
30550;33881;r;3
30551;59552;r;0
30552;58270;rr;1
30553;26230;r;0
30554;56944;r;0
30555;59050;rr;1
30556;20370;rrr;2
30557;37583;rrr;0
30558;22513;r;1
30559;4709;r;3
30560;17297;rr;3
30561;31884;r;0
30562;46480;rrr;0
30563;20022;r;1
30564;2707;rrr;1
30565;2819;r;0
30566;22473;r;0
30567;1074;rr;1
30568;26060;rrr;0
30569;49965;rr;0
30570;17026;r;0
30571;47638;rr;3
30572;43243;rrr;0
30573;37932;r;0
30574;33884;rrr;3
30575;40856;rrr;3
30576;17883;rr;0
30577;34612;rrr;2
30578;61158;r;1
30579;27884;r;1
30580;20704;r;0
30581;22728;r;0
30582;22729;r;0
30583;10149;rrr;3
30584;59593;r;2
30585;23659;rr;0
30586;31360;r;3
30587;53989;r;1
30588;50143;rrr;0
30589;33958;rrr;1
30590;34844;rrr;1
30591;55808;rr;2
30592;62690;rr;3
30593;26840;rr;0
30594;46038;rrr;1
30595;1377;rrr;0
30596;47510;rrr;2
30597;30102;r;1
30598;28257;rr;2
30599;12245;rr;0
30600;48033;rr;0
30601;35727;rr;2
30602;35728;rr;1
30603;506;rrr;0
30604;33843;rrr;0
30605;43289;rr;1
30606;15413;rr;0
30607;15414;rr;1
30608;17444;rrr;2
30609;31322;rr;1
30610;31209;r;2
30611;51230;rr;2
30612;45542;rr;1
30613;25685;r;2
30614;28688;rrr;0
30615;57236;r;1
30616;61230;rrr;0
30617;38783;rrr;3
30618;38784;rrr;0
30619;57545;r;0
30620;22783;rr;3
30621;10388;r;0
30622;6959;r;1
30623;44145;r;2
30624;13497;r;2
30625;6249;r;0
30626;5108;rrr;0
30627;53549;r;0
30628;5044;rr;0
30629;8225;rr;0
30630;5612;r;1
30631;5613;r;2
30632;5614;r;1
30633;20317;rr;2
30634;9803;r;3
30635;17496;r;0
30636;54896;r;1
30637;54897;r;0
30638;21844;rrr;3
30639;34210;rr;3
30640;25403;r;1
30641;10652;r;1
30642;30673;r;0
30643;13861;rr;0
30644;29870;r;0
30645;35058;rrr;0
30646;46472;rr;1
30647;46474;rr;1
30648;13164;r;0
30649;30338;r;2
30650;39681;rr;0
30651;54846;rr;1
30652;30343;r;0
30653;33537;rr;0
30654;53747;r;1
30655;44089;rr;0
30656;10619;rrr;0
30657;42681;rrr;3
30658;35631;rrr;1
30659;47940;r;0
30660;34780;r;0
30661;33080;rrr;2
30662;53351;r;1
30663;46210;r;0
30664;50922;rrr;0
30665;10012;r;0
30666;55353;rr;0
30667;19558;r;3
30668;19662;rrr;1
30669;43406;rr;0
30670;31857;rrr;0
30671;60339;rrr;3
30672;27888;r;0
30673;50285;rrr;1
30674;28533;r;2
30675;57097;rr;0
30676;47347;r;0
30677;38486;rrr;2
30678;23512;rrr;1
30679;52643;r;2
30680;42351;rr;0
30681;4143;rrr;1
30682;20384;r;1
30683;20385;r;0
30684;3515;r;1
30685;56465;rr;2
30686;15570;r;0
30687;25646;rrrd;3
30688;6257;r;2
30689;53922;rrr;2
30690;42951;rr;0
30691;4467;rrr;1
30692;49464;rr;0
30693;59112;rr;1
30694;17301;r;1
30695;20052;rrr;0
30696;61550;rrr;1
30697;25548;r;1
30698;42725;rrr;0
30699;42727;rrr;2
30700;56456;r;1
30701;26681;rrr;0
30702;21230;rrr;2
30703;27538;rr;1
30704;43663;rr;1
30705;42684;rr;0
30706;23999;r;0
30707;45244;rr;0
30708;1618;rrrd;0
30709;24165;rrr;0
30710;22651;rrr;3
30711;14752;r;1
30712;49795;rrr;0
30713;28766;rrr;2
30714;28875;r;1
30715;42820;rrr;0
30716;34890;rrr;0
30717;1898;rrr;1
30718;20384;rrr;0
30719;19702;rr;0
30720;12104;rr;0
30721;45190;rrr;0
30722;10752;rr;3
30723;14245;rr;0
30724;27037;rr;0
30725;20440;rr;0
30726;37327;rrr;0
30727;18867;rr;0
30728;18868;rr;2
30729;16883;rrr;1
30730;25722;rrr;1
30731;33961;rr;0
30732;37867;rrr;2
30733;32026;rrr;1
30734;15070;r;2
30735;31770;rrr;1
30736;37584;r;0
30737;60060;rrr;3
30738;25629;r;1
30739;13372;rr;1
30740;744;r;0
30741;50337;rrr;1
30742;17780;rr;1
30743;27614;rrr;1
30744;32708;r;2
30745;36225;rrr;1
30746;46681;rrr;1
30747;49497;rr;3
30748;43454;rrr;3
30749;24380;r;0
30750;62225;rrr;0
30751;32301;rr;0
30752;32794;rr;1
30753;48463;rrr;2
30754;57958;r;3
30755;21699;rr;2
30756;43290;r;0
30757;38637;rrr;1
30758;16408;rrr;0
30759;22026;rrr;2
30760;18188;r;0
30761;47425;rr;1
30762;47426;rr;0
30763;13935;rrr;0
30764;28258;rrr;3
30765;26553;rrr;2
30766;13253;rr;0
30767;22526;rrr;3
30768;21620;rr;2
30769;35551;r;0
30770;42917;rrr;1
30771;27560;r;0
30772;2025;rrr;1
30773;13415;rrr;1
30774;6573;rr;0
30775;49745;r;0
30776;18198;rrr;0
30777;1739;rrr;0
30778;1740;rrr;3
30779;20161;r;0
30780;44605;rrr;2
30781;44606;rrr;0
30782;11836;rrr;1
30783;13909;rrr;1
30784;41101;rr;0
30785;52491;r;0
30786;54867;r;0
30787;25765;r;2
30788;49785;r;1
30789;13591;r;0
30790;12292;rrr;1
30791;37784;rr;0
30792;62370;rrr;1
30793;27910;rr;3
30794;31183;rrr;3
30795;4598;rr;1
30796;7082;rr;1
30797;12325;r;3
30798;30841;r;0
30799;36312;rr;1
30800;30173;rrr;1
30801;16217;r;0
30802;16218;r;0
30803;4448;r;3
30804;36469;rrr;1
30805;2051;rrr;1
30806;12323;r;3
30807;62847;r;2
30808;3929;r;2
30809;23725;rrr;2
30810;46143;rrr;1
30811;51548;rr;2
30812;31085;rrr;1
30813;58297;rr;0
30814;31873;r;1
30815;57552;r;0
30816;27619;rr;0
30817;21613;d;1
30818;45473;rrr;0
30819;50793;r;0
30820;23537;r;1
30821;38010;rr;3
30822;28298;rrr;0
30823;14871;rr;0
30824;44735;rrr;0
30825;56342;rr;2
30826;29616;rr;0
30827;7923;rr;1
30828;2193;rr;0
30829;29855;rrr;1
30830;29856;rrr;2
30831;3805;rr;0
30832;25310;rrr;1
30833;48452;rrr;0
30834;29154;rrr;2
30835;19635;rrr;0
30836;10898;rr;0
30837;10899;rr;1
30838;2819;rrr;0
30839;20503;rrr;1
30840;30277;r;0
30841;30278;r;1
30842;47464;r;1
30843;57546;r;1
30844;51897;rrr;2
30845;42314;rrr;0
30846;42315;rrr;0
30847;47208;r;0
30848;46453;rd;1
30849;36875;r;0
30850;14907;rr;1
30851;13780;rr;0
30852;28788;rrr;0
30853;45373;rrr;0
30854;21077;rrr;3
30855;8042;rr;0
30856;19783;rrr;0
30857;57673;r;0
30858;30976;rrr;0
30859;62085;r;0
30860;47692;r;1
30861;3276;rrr;0
30862;52693;r;3
30863;40094;r;0
30864;26187;r;2
30865;27210;r;0
30866;15905;rr;2
30867;16885;rrr;0
30868;37454;rrr;2
30869;27348;r;2
30870;37526;r;0
30871;57029;r;1
30872;32016;rrr;0
30873;11431;rr;3
30874;11432;rr;3
30875;8998;rrr;0
30876;12890;rrr;0
30877;12891;rrr;1
30878;37625;r;1
30879;7394;rrr;0
30880;53160;rr;3
30881;36536;r;0
30882;3254;rrr;2
30883;43247;rr;2
30884;14188;r;0
30885;39148;rr;2
30886;25473;r;0
30887;42465;r;1
30888;42194;r;2
30889;27118;rr;1
30890;17800;rrr;0
30891;10517;rrr;1
30892;35064;rr;1
30893;12762;rrr;0
30894;49819;rr;0
30895;41556;r;1
30896;2822;rrr;0
30897;23023;r;1
30898;4941;rrr;1
30899;8839;rrr;0
30900;27449;rr;0
30901;39953;r;0
30902;57245;r;1
30903;21823;rrr;3
30904;49616;rrr;3
30905;9354;rrd;2
30906;55169;rr;0
30907;31985;r;2
30908;492;rrr;1
30909;497;rrr;0
30910;17410;rr;0
30911;6828;rrr;0
30912;6830;rrr;2
30913;21201;rr;2
30914;32410;rrr;2
30915;41941;rr;0
30916;20549;rrr;0
30917;29336;r;0
30918;45655;rrr;1
30919;2227;rrr;0
30920;60164;rrr;1
30921;24733;rr;0
30922;12598;r;3
30923;43834;rrr;0
30924;18636;rrr;0
30925;297;d;2
30926;37540;rrr;0
30927;41478;rrr;1
30928;13036;rrr;3
30929;10158;rrr;1
30930;19039;r;0
30931;18941;rrr;1
30932;30174;rr;1
30933;44919;r;0
30934;60740;rrr;0
30935;49833;rrr;1
30936;47576;rrr;0
30937;38440;r;3
30938;8206;r;1
30939;35133;rrr;0
30940;48595;rrr;1
30941;43360;rrr;0
30942;1880;r;0
30943;1881;r;2
30944;35478;rrr;0
30945;54449;rrr;1
30946;61702;rr;1
30947;7319;r;1
30948;7320;r;0
30949;32193;rrr;0
30950;19005;rrr;0
30951;45695;rr;0
30952;45696;rr;3
30953;39786;rrr;0
30954;25895;rrr;0
30955;23800;r;3
30956;30488;r;1
30957;49404;r;2
30958;46663;r;3
30959;31674;r;0
30960;53988;r;0
30961;19037;rr;0
30962;53890;r;0
30963;44339;r;1
30964;38926;rr;0
30965;49818;r;0
30966;36207;rr;1
30967;2128;rr;0
30968;4998;rrr;0
30969;50773;rrr;2
30970;52264;rr;3
30971;30925;rr;0
30972;30926;rr;0
30973;50866;r;0
30974;20976;r;1
30975;24931;r;1
30976;24932;r;0
30977;56403;rr;0
30978;56404;rr;2
30979;42923;rrr;0
30980;42924;rrr;1
30981;42925;rrr;3
30982;21339;r;0
30983;52368;r;2
30984;32469;r;0
30985;32470;r;1
30986;12005;rr;1
30987;9668;r;1
30988;323;rrr;2
30989;39999;rrr;0
30990;26954;r;1
30991;10837;rrd;0
30992;24373;rr;3
30993;22653;rrr;1
30994;54741;r;1
30995;35393;r;0
30996;7921;rrr;0
30997;7922;rrr;0
30998;39448;rr;0
30999;33679;rrr;1
31000;24136;r;1
31001;42309;rrr;0
31002;35775;r;1
31003;35527;r;0
31004;921;rd;1
31005;22129;rrr;0
31006;22130;rrr;0
31007;22131;rrr;0
31008;24784;rr;0
31009;14169;r;0
31010;1849;rrr;1
31011;1850;rrr;0
31012;1851;rrr;1
31013;57938;r;2
31014;60102;rrr;2
31015;24720;rr;2
31016;24721;rr;2
31017;1445;r;0
31018;59490;r;0
31019;10422;r;3
31020;2437;rrr;0
31021;17817;rr;0
31022;10594;rr;2
31023;6194;rd;1
31024;48467;r;3
31025;48468;r;0
31026;48469;r;0
31027;35171;rrr;0
31028;21416;rr;1
31029;1314;rrr;1
31030;21880;rrr;0
31031;21881;rrr;0
31032;5688;r;1
31033;33478;r;1
31034;5795;r;2
31035;11294;rr;0
31036;55481;r;0
31037;10062;r;3
31038;7334;rrr;0
31039;16895;rrr;0
31040;34903;rr;0
31041;25233;r;2
31042;25234;r;1
31043;34960;r;0
31044;19961;rrr;0
31045;53352;rrr;3
31046;53353;rrr;0
31047;27943;rr;0
31048;26210;rrr;2
31049;1944;rr;1
31050;1945;rr;2
31051;29988;rrr;0
31052;16263;rrr;0
31053;44202;rr;0
31054;36481;rr;1
31055;53645;r;1
31056;40642;rr;3
31057;9286;rr;0
31058;8004;r;1
31059;28823;r;2
31060;43278;r;2
31061;42391;rrr;1
31062;53399;rr;0
31063;32307;rr;3
31064;10626;rrr;3
31065;45960;r;0
31066;47463;rr;0
31067;51463;r;0
31068;8027;r;0
31069;6609;rrrd;0
31070;41674;r;0
31071;54689;r;0
31072;46535;rrr;0
31073;19032;rrr;0
31074;14257;r;3
31075;8305;rrr;0
31076;46848;rr;0
31077;39226;rr;2
31078;32697;rrr;1
31079;51654;rrr;0
31080;23345;rr;0
31081;17972;rrr;0
31082;60053;r;2
31083;17409;rr;3
31084;45728;rrr;0
31085;20469;rrr;1
31086;18450;r;1
31087;33559;rr;0
31088;7588;r;0
31089;30593;rr;1
31090;37069;rr;1
31091;3893;r;0
31092;54863;rr;0
31093;5934;rr;0
31094;5935;rr;2
31095;1078;rr;2
31096;43740;rr;0
31097;33925;rrr;0
31098;15338;rrrd;1
31099;27460;rrr;3
31100;34819;rr;1
31101;13193;rr;0
31102;4349;r;1
31103;39880;r;0
31104;53337;rr;0
31105;12482;rrr;0
31106;8460;rr;0
31107;41449;rrr;0
31108;62232;rrr;0
31109;16478;rr;0
31110;23550;rrr;0
31111;13888;rrr;1
31112;52867;r;1
31113;16662;rrr;0
31114;1717;rrr;0
31115;13832;r;0
31116;6667;rrr;0
31117;50382;rrr;0
31118;10811;rr;0
31119;23043;rr;1
31120;50968;rrr;1
31121;39875;rr;0
31122;27379;rr;0
31123;44141;rr;0
31124;27766;rr;0
31125;41923;rr;0
31126;24239;r;0
31127;20859;rrr;1
31128;4567;r;3
31129;41096;r;0
31130;31827;r;0
31131;39849;rr;1
31132;2540;rrr;3
31133;17023;r;0
31134;59104;rrr;0
31135;15947;r;0
31136;6619;rrr;1
31137;26602;r;1
31138;26603;r;0
31139;24279;rrr;0
31140;52855;rrr;2
31141;54454;rr;2
31142;54455;rr;0
31143;46397;rrr;1
31144;18953;rr;1
31145;30079;r;0
31146;61081;r;1
31147;50905;rr;0
31148;59714;rrr;2
31149;32197;rrr;2
31150;59207;rr;3
31151;44925;rd;0
31152;45743;r;0
31153;18690;rr;1
31154;46814;rrr;0
31155;14965;rrr;1
31156;6908;rrr;0
31157;56645;rrr;1
31158;56646;rrr;2
31159;56647;rrr;0
31160;51632;rr;0
31161;5319;r;0
31162;37574;rr;0
31163;27660;rr;0
31164;27661;rr;1
31165;20012;rr;1
31166;20632;rrr;0
31167;46670;rr;0
31168;10892;rr;0
31169;6153;rr;0
31170;29224;rr;0
31171;27918;rrr;3
31172;48766;rr;0
31173;45513;rrr;1
31174;2597;rrr;0
31175;49497;rrr;1
31176;2233;rr;0
31177;52732;rrr;1
31178;44253;rrr;0
31179;13935;rr;0
31180;62883;rrr;0
31181;4797;rrr;0
31182;4940;rrr;1
31183;17126;rr;3
31184;20401;rr;0
31185;2091;rr;1
31186;2092;rr;0
31187;18632;r;3
31188;56282;rrr;0
31189;10715;rrr;0
31190;5201;rrr;1
31191;60083;rrr;0
31192;45138;rr;0
31193;8092;r;1
31194;47275;r;0
31195;14383;r;1
31196;51189;rrr;0
31197;538;rr;3
31198;539;rr;2
31199;32533;r;3
31200;4904;r;0
31201;53942;rrr;1
31202;4914;r;1
31203;40620;rr;0
31204;50777;rrr;1
31205;24795;r;0
31206;24796;r;0
31207;63124;rr;0
31208;43698;rr;0
31209;44628;rr;0
31210;11222;rrr;1
31211;26251;rrr;2
31212;4905;r;0
31213;11337;r;0
31214;21616;rr;1
31215;21617;rr;1
31216;51478;rrr;0
31217;47797;rrr;2
31218;31097;rrr;0
31219;15337;r;0
31220;53152;rrr;2
31221;54557;r;1
31222;44116;rrr;1
31223;51914;rr;0
31224;54998;r;2
31225;3691;rrr;3
31226;21700;rrr;1
31227;31971;rrr;0
31228;191;rrr;0
31229;54680;rrr;1
31230;29758;rrr;0
31231;38417;rrr;3
31232;59893;rr;0
31233;27801;r;3
31234;44348;r;1
31235;54727;r;1
31236;11426;r;0
31237;38730;rr;2
31238;33935;rr;0
31239;46064;rrr;0
31240;43575;rr;2
31241;42200;rrr;0
31242;30234;r;0
31243;24319;rr;2
31244;20946;r;3
31245;20414;rrr;2
31246;55773;r;2
31247;24115;rrr;0
31248;2355;rrr;0
31249;37275;rrr;0
31250;13658;r;1
31251;39855;r;1
31252;20069;r;0
31253;41218;rrr;3
31254;53667;rrr;1
31255;38845;rr;0
31256;4259;rr;3
31257;2626;rrr;1
31258;36638;rrr;1
31259;11526;rrr;0
31260;53975;rrr;0
31261;53976;rrr;0
31262;26334;r;0
31263;22082;rrr;0
31264;43219;rr;3
31265;56503;rr;0
31266;31963;rrr;2
31267;6917;rrr;0
31268;11326;rr;0
31269;15616;rrr;0
31270;15617;rrr;0
31271;51040;rrr;0
31272;40348;rr;0
31273;40349;rr;0
31274;12895;r;1
31275;51831;r;1
31276;51832;r;1
31277;8532;rrr;0
31278;52142;r;0
31279;28356;rrr;0
31280;18131;r;0
31281;18132;r;0
31282;63166;rr;0
31283;46875;rr;0
31284;34413;rr;1
31285;29005;rr;0
31286;38084;rr;0
31287;9026;rrr;3
31288;35122;r;2
31289;37721;rr;0
31290;35220;r;3
31291;39937;r;0
31292;40975;r;1
